StartDate,EndDate,DyadID,SubjectID,pow_cond,emot_cond,experimenter,mainfeel_1,mainfeel_2,mainfeel_3,mainfeel_expl,happy,symp,angry,comp,interest,disgust,mad,anxious,proud,down,worried,frust,sad,powerful,ofeel_1,ofeel_2,ofeel_3,ofeel_expl,ohappy,oshocked,ohope,oangry,oselfanger,ointerest,odisgust,omad,ocurious,oafraid,ograteful,oproud,osurprise,oamused,odown,oworried,ofrust,osad,oembarrass,oguilty,oconfused,opowerful,pleas,targag,othag,sitag,targpow,othpow,noonepow,sitcont,immoral,comm,o_pleas,o_selfag,o_othag,o_sitag,o_selfpow,o_othpow,o_noonepow,o_sitcont,o_immoral,o_comm,ssc,age,female,black,asian,latino,white,mideast,natam,pacisl,other,other_specify,mom_ed,dad_ed,expcomment,prime_prob,suspicious,language,minorprob,metearly,personalize,inattention,samlie,kneweachother,hurry
2/12/15 9:56,2/12/15 10:28,106,106-1,2,1,Gabi,Empathy,Pity,Frustration,,1,4,2,3,2,2,2,5,1,3,3,4,2,1,Anxiety,Frustration,Hopelessness,,1,2,1,5,5,1,2,4,1,5,1,1,4,1,4,5,5,5,4,4,2,1,1,3,1,4,3,1,3,3,1,1,1,3,1,3,3,1,3,3,1,1,21,18,1,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/12/15 9:58,2/12/15 10:29,106,106-2,1,1,Gabi,Sad,Anxious,,I empathize with her and know how much frustration and anxiety it would cause me if I were placed in this situation.,1,5,3,5,2,3,3,5,1,NA,4,3,4,1,Frustrated,Nervous,Upset,,1,5,1,4,4,1,4,4,1,5,1,1,4,1,5,5,5,5,5,5,2,1,1,1,1,5,1,2,3,4,1,1,1,4,1,5,1,1,5,5,1,1,22,20,1,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/12/15 10:29,2/12/15 11:32,107,107-1,2,1,Gabi,Upset for Sam,Pity,Feel like I want to help somehow,,1,5,1,4,2,1,1,3,1,2,5,1,4,1,Frustrated,Sad,Lost (not sure what to do),,1,4,1,2,2,1,2,1,1,3,1,1,4,1,5,5,4,5,2,1,4,1,1,2,1,4,2,1,4,3,1,1,1,2,1,4,1,1,4,4,1,1,20,18,0,0,0,0,1,0,0,0,0,,7,7,ended up meeting in the same location as the other participant; outside of 3427 EH.,0,0,0,0,1,0,0,0,0,0
2/12/15 10:29,2/12/15 11:31,107,107-2,1,1,Gabi,Empathy,Worried,Anxious,,1,5,2,5,2,1,2,5,1,4,5,4,3,1,Scared,Sad,Frustrated,,1,4,1,4,5,1,4,4,1,5,1,1,4,1,5,5,5,5,5,5,2,1,1,2,1,4,2,1,4,4,1,1,1,3,1,4,2,1,4,4,2,1,22,18,1,0,0,0,1,0,0,0,0,,7,8,ended up meeting in the same location as the other participant. didn't fully understand my directions--she asked where the email was during the 2nd task when it was on the keyboard.,0,0,0,0,1,0,0,0,0,0
2/16/15 9:53,2/16/15 10:40,108,108-1,2,1,Gabi,Empathetic,Sad,Worried,I feel for the person who lost their project. It seems like everything that could have gone wrong did; even though the person did everything they could to prevent the loss of their project.,1,5,4,4,3,1,4,1,3,4,4,5,4,1,Anxious,Nervous,Upset,The writer wrote the email in short sentences saying that he doesn't have time; making me feel like he is anxious and inattentive; especially at his work. He's nervous that he won't finish and obviously upset about the loss of his hard work.,1,2,1,5,3,1,1,5,1,5,1,1,2,1,5,5,5,5,5,5,2,1,1,2,1,4,2,1,4,4,1,2,1,4,1,4,2,1,3,4,1,2,19,19,1,0,0,0,1,0,0,0,0,,7,3,,0,0,0,0,0,0,0,0,0,0
2/16/15 9:50,2/16/15 10:40,108,108-2,1,1,Gabi,Empathetic,Stressed,,I feel sorry for the person who lost the project and a little stressed from thinking about how I would feel if it happened to me.,1,4,1,2,1,1,1,3,1,1,3,2,2,1,Distressed,Upset,Worried,,1,2,1,1,3,1,1,1,1,4,1,1,2,1,2,5,3,2,2,3,1,1,1,2,1,5,1,2,4,4,1,1,1,3,1,5,2,1,4,4,1,1,21,19,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
2/17/15 9:55,2/17/15 10:33,109,109-1,2,2,Gabi,Sympathy,Empathy,Fear,I feel afraid for Sam because I don't know what I would do either.,1,5,2,4,3,1,1,5,1,2,5,2,4,1,shock,betrayal ,fear/worry,,1,4,1,5,2,3,2,5,1,5,1,1,5,1,4,5,4,3,2,1,4,1,1,2,4,3,1,4,3,4,4,3,1,1,5,2,1,3,2,5,5,4,20,18,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
2/17/15 9:56,2/17/15 10:30,109,109-2,1,2,Gabi,feel bad for the person,upset for the person,pity,,1,3,1,1,1,1,1,1,1,1,1,1,1,1,mad,angry,frustrated,,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,3,5,1,1,1,1,1,1,1,NA,2,2,5,1,1,5,3,1,1,5,5,1,5,1,1,5,3,20,20,1,0,1,0,0,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/17/15 10:33,2/17/15 11:34,110,110-1,2,1,Gabi,Sympathetic,Understanding,Empathetic,I can definitely understanding how frustrating and anxiety-producing that would be and wish I could do something for this person,1,5,1,5,3,1,1,4,1,4,4,2,4,1,Hard-working,Unlucky,Weak,They worked really hard on the project and it was simply bad luck that they lost all of their hard work but they appear to be a little weak because of how emotional they are in the email,1,4,1,3,2,1,1,5,1,3,1,1,3,1,5,5,5,5,2,2,2,1,1,1,1,5,1,1,5,5,1,1,1,3,2,5,2,2,4,4,2,1,20,20,1,0,0,0,1,0,0,0,0,,7,3,,0,0,0,0,0,0,0,0,0,0
2/17/15 10:30,2/17/15 11:31,110,110-2,1,1,Gabi,satisfied,decent at communicating,accomplished something,,3,2,1,2,2,1,1,1,4,1,1,1,1,2,overwhelmed,frustrated,stressed,,1,1,1,2,1,1,1,2,1,3,1,1,1,1,5,5,5,5,2,1,4,1,1,2,1,5,4,1,3,3,1,1,1,2,1,5,1,1,5,5,1,1,22,19,1,0,1,0,0,0,0,0,0,,8,8,possibly knew what the study was about. said something about emotions for other people; but also didn't know how the 2 tasks were related so possibly not. I have seen her do a study with Blake though.,0,0,0,0,0,0,0,0,0,0
2/17/15 11:34,2/17/15 12:55,111,111-1,2,1,Gabi,Sympathetic,Upset for Sam,Unsure of how to help,I feel bad for Sam and I understand how upset she is; but I wish there was something I could do to help.,1,5,3,5,2,1,3,3,1,2,3,4,3,1,Sad,Frustrated,Anxious,She's extremely upset that she lost all of her work; but she's extremely anxious because she doesn't know what she's going to do since she only has two days until the deadline.,1,2,NA,4,2,1,1,3,1,3,1,1,2,1,5,4,5,5,1,2,2,1,1,2,1,4,2,2,2,2,1,1,1,2,1,4,2,1,2,4,1,1,22,18,0,0,0,0,1,0,0,0,0,,3,7,wrote on the email first instead of the survey--didn't fully understand the directions maybe but then did the survey after i told him to. ,0,0,0,0,0,0,0,0,0,0
2/17/15 11:31,2/17/15 12:54,111,111-2,1,1,Gabi,stress,limited time left,slightly unbelievable,I feel stressful when I first finished reading this email; but soon I think it could be possible that Sam was finding an excuse to extend the due date of the project. The reason behind this is that Sam should have save the project at any time as he should have been exposed to similar problems in college (like saving his paper). But I would still take his worry into consideration and ask him to start over the project asap; and get someone else to help him find that.,1,2,4,3,1,1,3,4,1,2,4,2,2,1,anxious,upset,eager for help ,,1,5,2,3,2,1,3,5,3,4,1,1,3,1,4,5,5,4,2,2,3,1,1,4,1,3,4,2,1,1,2,3,1,2,1,5,1,4,2,3,4,2,20,22,0,0,1,0,0,0,0,0,0,,3,2,"Did not speak English as a first language. thought the email was ""confusing"" when I asked if anything about the study was confusing; and he said the email because it felt like an excuse. didn't see how the 2 tasks were related; but he thought the study was about how if you have more or less power you would be able to manage hard work place situations differently--but don't think he knew the true purpose of the study.",0,0,1,0,0,0,0,0,0,0
2/17/15 12:55,2/17/15 13:35,112,112-1,2,1,Gabi,sympathetic,understanding,compassionate,,1,4,1,4,2,1,1,3,1,2,3,1,3,1,Dispair,Disappointment,Fear,,1,4,1,2,3,1,1,3,1,4,1,1,2,1,5,5,4,5,2,2,2,1,1,1,1,1,2,1,3,3,1,1,1,3,1,4,3,1,2,3,1,1,19,18,1,0,1,0,1,0,0,0,0,,2,8,,0,0,0,0,0,0,0,0,0,0
2/17/15 12:54,2/17/15 13:33,112,112-2,1,1,Gabi,disappointed,unsatisfied,concerned,,1,3,2,3,3,1,2,3,1,2,4,4,2,3,frustrated,anxious, worried,,1,2,2,2,4,3,2,3,1,4,2,1,2,1,5,5,5,4,4,4,3,1,1,3,4,4,2,3,3,3,1,2,1,2,3,5,2,2,4,4,2,2,20,18,1,0,1,0,0,0,0,0,0,,4,7,didn't speak English as a first language,0,0,1,0,0,0,0,0,0,0
2/19/15 9:56,2/19/15 10:33,113,113-1,2,2,Gabi,this is a tricky situation,Lewis betrayed the company,Sam is writing casually,,1,3,2,5,3,4,4,1,1,2,1,3,1,1,worry,anger,confusion,,1,4,1,5,2,1,5,5,1,1,1,1,3,1,3,4,5,3,3,1,4,1,1,2,5,1,2,5,1,1,4,4,1,1,5,1,1,5,1,1,1,1,21,18,1,0,0,0,0,1,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/19/15 9:55,2/19/15 10:33,113,113-2,1,2,Gabi,symapthy,paitence,anxiety,I feel Sam's anxiety as it coming through in the email,1,4,2,4,4,1,3,3,1,1,3,2,1,1,anger,panic,exasperation,,1,4,1,4,2,1,4,4,1,1,1,1,3,1,2,2,5,1,1,1,3,1,1,2,3,1,2,3,1,1,3,3,1,1,5,1,2,5,1,1,5,3,21,19,1,0,0,0,1,0,0,0,0,,7,7,Thought with the email that you shouldn't jump to the conclusion that it was the other person's fault and that Lewis is going to another company. Would want to sit down with both the other person and the person who wrote the email and see what actually happened. (perhaps not putting the blame to the other person but the person who wrote the email instead?),0,0,0,0,0,0,0,0,0,0
2/19/15 10:33,2/19/15 11:38,114,114-1,2,1,Gabi,Confused,feel bad for Sam,worried ,I hope everything works out for Sam and that they don't get in too much trouble because they seem very upset and worried. ,1,5,1,4,4,1,1,4,1,3,1,2,3,1,Sad,worried ,Distraught ,,1,4,1,2,2,1,2,4,1,5,1,1,4,1,5,5,5,5,5,5,2,1,1,2,1,4,2,1,4,4,1,1,NA,4,1,4,3,1,1,2,2,1,22,18,1,0,0,0,1,0,0,0,0,,3,7,,0,0,0,0,0,0,0,0,0,0
2/19/15 10:33,2/19/15 11:39,114,114-2,1,1,Gabi,Unsure,Sympathy,nervousness,I feel unsure because this email seems to potentially be exaggerated. I would like to know more about the situation/this person to see if this excuse is 100% true or not. I feel sympathy and nervousness because if this is really true this totally sucks for Sam and I would want to do anything I can to help.,1,3,1,1,4,1,1,3,1,2,3,3,3,2,Sorrow,Disappointment,Disbelief,,1,3,1,4,5,2,2,4,2,5,1,1,2,1,5,5,5,5,5,5,2,1,1,4,2,2,3,1,3,3,1,4,1,4,2,5,1,1,3,3,3,3,22,19,1,0,0,0,1,0,0,0,0,,7,8,said something about how she thought the study was about if you were either the manager or the entry level candidate you would fill out the survey differently--pretty close to the purpose of the study. she is a sophomore so perhaps has more experience with/knowledge of  psych studies,0,1,0,0,0,0,0,0,0,0
2/23/15 9:04,2/23/15 9:33,115,115-1,2,2,Gabi,sympathy,confusion,indignation,,1,5,4,4,3,4,4,2,1,3,NA,4,3,1,anger,hurt,frustration,,1,5,1,5,2,2,4,5,2,3,1,2,5,1,4,5,5,4,2,2,2,1,1,3,4,3,2,5,1,1,5,4,1,3,5,1,2,5,2,2,5,3,22,19,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
2/23/15 9:06,2/23/15 9:36,115,115-2,1,2,Gabi,Concerned,Sympathetic,Understanding,This is only one side of the story; but it makes sense for Sam to feel the way he/she does. The important part of my role is to calm Sam down and work to devise a plan that will ensure that the campaign project is completed.,1,4,1,4,4,1,1,1,1,1,2,1,1,2,Angry,Frustrated,Anxious,Sam is faced with an incomplete project; a quickly approaching deadline; perceived betrayal by a coworker; and strong competition. This leaves room for a range of negative emotions.,1,3,1,5,1,4,5,5,1,4,1,1,4,1,4,5,5,3,3,1,2,3,1,3,3,3,2,3,2,2,2,5,1,1,5,1,3,3,2,2,5,3,20,18,1,1,0,0,0,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
2/23/15 9:33,2/23/15 10:30,116,116-1,2,2,Gabi,intrigued,I want Sam to talk to Lewis,worried,,1,2,2,3,4,1,1,2,1,1,3,3,1,1,he needs to talk to Lewis,frustrated that he's not fixing it or confronting Lewis,worried about what he might do,,1,4,1,5,1,2,4,5,2,3,1,1,3,1,2,4,5,1,1,1,2,1,1,1,3,2,3,4,3,2,4,5,1,1,5,1,1,5,2,2,4,2,18,20,1,0,0,0,1,0,0,0,0,,8,7,,0,0,0,0,0,0,0,0,0,0
2/23/15 9:36,2/23/15 10:27,116,116-2,1,2,Gabi,empathetic,,,,1,4,3,4,4,3,3,3,1,2,3,3,3,2,frustrated,angry,stressed,,1,3,1,4,1,2,4,4,1,3,1,1,2,1,3,4,4,3,2,1,2,1,1,1,4,3,1,4,2,2,4,3,1,1,5,2,1,4,2,2,5,2,20,18,1,1,0,0,0,0,0,0,0,,2,2,,0,0,0,0,0,0,0,0,0,0
2/24/15 10:03,2/24/15 10:38,117,117-1,2,1,Gabi,remorse,frustration,disappointment ,,1,4,3,4,2,3,3,1,1,4,3,4,4,3,frustration,miserable,melancholy ,,1,4,3,4,5,4,4,4,2,5,3,1,3,1,5,5,5,5,5,5,4,1,3,2,1,4,3,3,3,4,2,2,1,4,1,4,3,3,2,3,3,2,21,18,0,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/24/15 10:02,2/24/15 10:38,117,117-2,1,1,Gabi,Frustration,Dissapointment,Persistence,Disappointed that the project got lost; but have to currently focus on meeting that deadline.,1,3,2,2,2,1,1,3,1,1,3,3,1,1,Sad,Dissapointed,Frustrated,,1,4,1,1,3,1,1,3,1,2,1,1,3,1,1,5,5,3,2,2,2,1,1,3,1,1,2,1,2,4,1,3,1,4,1,4,1,1,1,3,1,1,20,19,0,0,1,0,0,0,0,0,0,,2,1,,0,0,0,0,0,0,0,0,0,0
2/24/15 10:38,2/24/15 11:37,118,118-1,2,1,Gabi,Sympathy,Determination,Suspicion,I am determined to help this person now or at least so what I can but at the same time; it is interesting that all of this happened to Sam in the same area of time.  For the computer hard drive to crash and the power to go out and fry the flash drive is unfortunate and could just be coincidence but at the same time there is a possibility that Sam is hiding something. ,1,4,1,3,4,1,1,2,1,2,3,2,1,2,Nervousness,Sadness,Panic,"This person was feeling sad about losing the information for the marketing project and then Sam became nervous because of the upcoming deadline. Eventually this nervousness lead to more of a panic and Sam ended by mentioning the feeling of ""wanting to burst into tears."" This is not a happy person (at least not when Sam was writing this email). ",1,3,1,2,4,2,4,3,2,4,1,1,3,1,5,4,4,4,4,4,1,1,1,2,1,4,2,1,1,1,1,1,1,3,1,3,2,1,2,2,1,2,19,18,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
2/24/15 10:38,2/24/15 11:37,118,118-2,1,1,Gabi,a bit disappointed,slightly amused,understanding of his situation,It's an understandable situation that could have happened to anyone; but it doesn't mean that he shouldn't be held responsible for not meeting the deadline,1,3,2,3,2,1,2,1,1,1,2,2,2,1,sad,worried,anxious,,1,4,1,1,4,1,1,1,1,5,1,1,3,1,4,5,5,5,2,4,3,1,1,3,1,2,3,1,2,2,1,3,1,4,2,3,1,2,4,3,1,2,19,19,0,0,1,0,0,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/24/15 11:37,2/24/15 12:35,119,119-1,2,2,Gabi,Nervous,Tired,Stressed,Stressed about school work,2,4,2,2,2,3,2,3,1,2,3,3,1,2,Angry,Distressed,Cheated,,1,3,1,5,2,1,3,5,2,2,1,1,4,1,3,4,5,3,2,2,2,1,2,3,4,3,2,3,2,3,4,5,1,3,5,2,3,2,2,2,1,2,21,19,0,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/24/15 11:37,2/24/15 12:35,119,119-2,1,2,Gabi,Analytical,Skeptical ,Sympathy ,I am trying not to jump to any conclusions based on the viewpoint of just Sam. I would want to talk to Lewis and see what he has to say. I am also trying to think about other ways the competing company could have gotten the information. However I do feel bad for Sam; because he worked hard on the idea and now he cannot use it. ,1,4,2,4,5,3,1,1,1,1,2,2,1,2,Anger,Fustration,Resentment ,"Well Sam is clearly upset with his co-worker because he thinks he stole his idea for a marketing campaign. He is ""fuming"".",1,3,1,5,2,4,5,5,2,2,1,1,4,1,4,4,5,2,2,1,3,2,1,2,4,1,4,3,1,1,4,4,1,1,5,1,2,4,1,2,5,3,19,20,0,1,0,0,0,0,0,0,0,,4,3,,0,0,0,0,0,0,0,0,0,0
2/24/15 12:35,2/24/15 13:18,120,120-1,2,1,Gabi,sympathy,want to help,concerned,I feel bad that this happened and I would like to help in any way possible or be there for Sam if he/she would like to talk. I'm also a bit concerned that this might be an elaborate excuse for not having the job done. Having both your work computer and all your home materials affected is a little fishy but I know that sometimes these things just happen.,1,4,1,4,4,1,1,1,1,2,3,2,3,1,frusterated,concerned,disappointed,I think that the reason Sam feels like he/she is going to cry is because of frustration for losing their project that they have been working so hard on and a bit disappointed in themselves because he/she doesn't think it'll be done now by the deadline.,1,3,1,2,2,1,1,1,1,3,1,1,2,1,4,4,4,4,3,3,2,1,1,1,1,4,1,2,4,4,1,1,1,4,1,3,4,1,2,2,1,1,17,18,1,0,0,0,1,0,0,0,0,,4,8,,0,0,0,0,0,0,0,0,0,0
2/24/15 12:35,2/24/15 13:10,120,120-2,1,1,Gabi,concern,wanting to help,frustrated for Sam,I feel concerned that Sam will not be able to finish the marketing project on time. I would like to find a way to help. I feel sympathetic and frustrated for Sam about the situation. ,1,3,1,3,1,1,1,3,1,1,3,3,1,1,frustrated,sad,helpless,,1,3,1,3,1,1,1,2,1,3,1,1,1,1,4,4,4,4,1,1,2,1,1,1,1,4,1,1,4,4,1,1,1,2,1,3,1,1,3,3,1,1,21,18,1,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
2/26/15 10:04,2/26/15 10:33,121,121-1,2,1,Gabi,Sympathetic,Upset,,,1,4,2,4,3,2,2,3,1,4,4,3,4,2,Upset ,Depressed,Sad,,1,4,2,3,3,4,2,3,1,5,1,1,3,1,4,5,4,4,3,2,2,1,1,3,1,4,3,1,2,2,1,2,1,4,1,4,3,1,2,3,1,1,20,18,0,0,0,0,1,0,0,0,0,,7,8,said he could have figured the company didn't exist because  he has never heard of it; but didn't actually know what the study was about.,0,0,0,0,0,0,0,0,0,0
2/26/15 10:04,2/26/15 10:32,121,121-2,1,1,Gabi,Empathetic,Understanding,Anxious,,1,5,1,4,2,1,2,4,1,1,3,3,1,1,Distressed,Anxious,Panicked,,1,4,1,2,2,1,1,1,1,2,1,1,2,1,4,5,4,3,1,1,2,1,1,2,1,5,3,1,2,4,1,1,1,1,1,4,1,2,4,4,1,1,21,20,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
3/10/15 10:00,3/10/15 10:36,122,122-1,2,2,Gabi,disbelief,angry,concerned,I am shocked that Lewis would send out information about the company he currently works at to a competing company. It is sad to me that he is doing this to further his career. It seems very selfish.,1,3,4,1,3,4,4,4,1,4,3,3,4,1,frustration,betrayal ,anger,,1,4,1,5,1,2,4,5,1,3,1,1,3,1,2,3,5,3,1,4,3,1,1,1,4,2,4,4,1,1,5,4,1,2,5,3,3,3,1,1,5,4,22,19,1,0,0,0,1,0,0,0,0,,7,8,,0,0,0,0,0,0,0,0,0,0
3/10/15 9:59,3/10/15 10:36,122,122-2,1,2,Gabi,empathy,,,I can understand where Sam is coming from but I feel he may be jumping to conclusions.  Either way I feel bad for his situation.,3,4,1,2,4,2,2,2,3,1,3,2,2,2,anger,worry,devastated,,1,4,2,5,3,2,5,5,2,4,1,1,4,1,4,5,5,4,3,2,4,2,2,3,3,5,3,3,2,3,3,4,1,1,5,2,1,3,3,3,5,4,20,19,1,0,0,0,1,0,0,0,0,,3,2,,0,0,0,0,0,0,0,0,0,0
3/10/15 10:36,3/10/15 11:39,123,123-1,2,1,Gabi,anxious,worried,distressed,If something like that happened to me I would be very upset.,1,2,4,1,3,1,4,5,1,2,5,5,3,1,frustrated,upset,panicked,The person who wrote the e-mail must have been very upset that all of their work was lost.,1,5,1,4,3,2,2,5,2,3,1,1,4,1,5,5,5,4,3,3,3,1,1,1,1,5,2,3,2,2,1,3,1,3,1,4,1,2,4,4,2,3,19,18,1,0,0,0,1,0,0,0,0,,8,3,,0,0,0,0,0,0,0,0,0,0
3/10/15 10:36,3/10/15 11:33,123,123-2,1,1,Gabi,pity,empathy,frustration,,2,5,2,4,4,1,2,1,1,3,2,4,3,2,frustration,sadness,anxiety,,1,2,1,3,4,2,1,4,1,2,1,1,2,1,5,4,4,5,1,1,2,1,1,2,1,4,1,2,2,3,1,2,1,2,1,5,1,1,4,4,3,2,22,18,1,0,0,0,1,0,0,0,0,,8,8,,0,0,0,0,0,0,0,0,0,0
